id_cliente,nome,data_nascimento,cidade,data_cadastro
2580,Cliente_2580,1979-05-13,Salvador,2022-11-14
2581,Cliente_2581,1969-12-14,Rio de Janeiro,2024-08-20
2582,Cliente_2582,2001-06-21,Curitiba,2018-01-21
2583,Cliente_2583,1953-12-20,Curitiba,2018-06-14
2584,Cliente_2584,1995-03-28,Curitiba,2018-05-18
2585,Cliente_2585,1997-08-25,Curitiba,2022-06-04
2586,Cliente_2586,1958-10-17,Curitiba,2023-01-28
2587,Cliente_2587,1971-07-31,Salvador,2018-12-07
2588,Cliente_2588,1951-02-12,Rio de Janeiro,2022-07-24
2589,Cliente_2589,1961-11-27,Belo Horizonte,2022-01-08
2590,Cliente_2590,1971-06-13,São Paulo,2019-01-07
2591,Cliente_2591,1993-01-16,Rio de Janeiro,2021-06-02
2592,Cliente_2592,1991-03-16,Fortaleza,2024-05-25
2593,Cliente_2593,2002-05-13,Curitiba,2018-04-10
2594,Cliente_2594,1991-08-10,Brasília,2019-07-22
2595,Cliente_2595,1986-05-14,Brasília,2020-01-28
2596,Cliente_2596,1983-03-26,Fortaleza,2023-03-17
2597,Cliente_2597,1950-02-14,Curitiba,2018-10-17
2598,Cliente_2598,1979-11-13,São Paulo,2023-12-15
2599,Cliente_2599,1976-08-10,Brasília,2022-10-11
2600,Cliente_2600,1974-03-16,Salvador,2024-01-31
2601,Cliente_2601,1968-08-01,Salvador,2018-11-28
2602,Cliente_2602,1980-02-13,Salvador,2018-08-13
2603,Cliente_2603,1982-08-28,São Paulo,2018-07-31
2604,Cliente_2604,1984-05-10,Curitiba,2022-02-06
2605,Cliente_2605,1953-09-01,Belo Horizonte,2022-02-06
2606,Cliente_2606,1965-09-22,Fortaleza,2024-04-07
2607,Cliente_2607,1956-01-05,Fortaleza,2024-04-15
2608,Cliente_2608,1968-05-14,Belo Horizonte,2019-07-21
2609,Cliente_2609,1971-05-30,São Paulo,2024-01-20
2610,Cliente_2610,1992-12-05,Brasília,2024-07-04
2611,Cliente_2611,1968-10-27,Belo Horizonte,2020-07-12
2612,Cliente_2612,1981-08-23,Salvador,2020-12-31
2613,Cliente_2613,1987-12-11,São Paulo,2021-02-09
2614,Cliente_2614,1955-09-08,Belo Horizonte,2022-03-08
2615,Cliente_2615,1990-08-03,Salvador,2023-06-15
2616,Cliente_2616,1997-04-02,Curitiba,2019-05-18
2617,Cliente_2617,1997-09-20,Belo Horizonte,2023-12-23
2618,Cliente_2618,1990-07-20,Brasília,2022-02-16
2619,Cliente_2619,1955-11-21,Curitiba,2020-02-11
2620,Cliente_2620,1957-10-31,Curitiba,2018-11-25
2621,Cliente_2621,1966-01-16,São Paulo,2021-03-27
2622,Cliente_2622,1959-10-24,Belo Horizonte,2019-11-06
2623,Cliente_2623,1960-01-19,Curitiba,2019-08-30
2624,Cliente_2624,1963-07-03,Salvador,2020-04-16
2625,Cliente_2625,1952-01-14,Curitiba,2021-04-15
2626,Cliente_2626,1998-07-29,Curitiba,2019-06-25
2627,Cliente_2627,1981-02-07,Curitiba,2022-09-17
2628,Cliente_2628,1951-12-05,Rio de Janeiro,2021-04-09
2629,Cliente_2629,1955-08-25,Brasília,2018-04-01
2630,Cliente_2630,1970-11-04,Fortaleza,2023-10-30
2631,Cliente_2631,1980-02-19,Salvador,2022-08-14
2632,Cliente_2632,1980-10-02,Curitiba,2021-08-29
2633,Cliente_2633,2003-03-27,Brasília,2023-12-12
2634,Cliente_2634,1999-03-17,Curitiba,2022-12-29
2635,Cliente_2635,1977-04-13,Rio de Janeiro,2024-05-12
2636,Cliente_2636,1977-07-01,Brasília,2019-12-05
2637,Cliente_2637,1973-04-29,Curitiba,2020-07-17
2638,Cliente_2638,1983-05-14,Brasília,2021-03-26
2639,Cliente_2639,1954-03-31,Belo Horizonte,2019-08-31
2640,Cliente_2640,1975-07-07,Rio de Janeiro,2023-02-11
2641,Cliente_2641,1964-06-04,Belo Horizonte,2024-01-02
2642,Cliente_2642,1966-05-09,Brasília,2019-12-20
2643,Cliente_2643,1963-10-09,Rio de Janeiro,2019-10-23
2644,Cliente_2644,1960-06-28,Belo Horizonte,2018-06-18
2645,Cliente_2645,2001-07-18,Curitiba,2019-06-03
2646,Cliente_2646,1973-05-13,Rio de Janeiro,2022-02-23
2647,Cliente_2647,1968-05-28,Fortaleza,2024-04-22
2648,Cliente_2648,1953-02-10,Belo Horizonte,2021-07-22
2649,Cliente_2649,1963-04-10,Curitiba,2022-03-08
2650,Cliente_2650,1998-06-08,Salvador,2019-10-28
2651,Cliente_2651,1977-01-20,São Paulo,2019-05-13
2652,Cliente_2652,1986-04-18,Brasília,2023-08-08
2653,Cliente_2653,1963-01-16,Belo Horizonte,2023-02-20
2654,Cliente_2654,1964-01-01,Fortaleza,2018-01-18
2655,Cliente_2655,1998-12-31,Belo Horizonte,2023-09-10
2656,Cliente_2656,1976-07-07,Belo Horizonte,2023-04-26
2657,Cliente_2657,2001-06-21,Brasília,2019-08-26
2658,Cliente_2658,2000-09-16,Belo Horizonte,2022-12-16
2659,Cliente_2659,1960-01-29,São Paulo,2023-05-16
2660,Cliente_2660,1962-07-05,São Paulo,2024-03-06
2661,Cliente_2661,1977-08-22,Curitiba,2018-04-12
2662,Cliente_2662,1969-10-08,Belo Horizonte,2023-01-01
2663,Cliente_2663,1958-04-19,São Paulo,2021-08-29
2664,Cliente_2664,2004-07-23,Salvador,2020-03-10
2665,Cliente_2665,1997-03-25,Brasília,2020-06-28
2666,Cliente_2666,1974-12-08,São Paulo,2020-03-12
2667,Cliente_2667,1957-07-02,Brasília,2024-01-15
2668,Cliente_2668,1989-12-18,Salvador,2018-12-24
2669,Cliente_2669,1985-05-21,Curitiba,2020-03-07
2670,Cliente_2670,1978-07-05,Salvador,2024-10-06
2671,Cliente_2671,1995-11-23,Fortaleza,2018-08-18
2672,Cliente_2672,1982-05-24,Rio de Janeiro,2022-06-17
2673,Cliente_2673,1988-05-13,Curitiba,2022-02-23
2674,Cliente_2674,1983-06-13,Belo Horizonte,2018-02-19
2675,Cliente_2675,1980-12-11,Belo Horizonte,2021-12-10
2676,Cliente_2676,1989-12-22,São Paulo,2024-04-16
2677,Cliente_2677,1969-05-08,Fortaleza,2022-12-25
2678,Cliente_2678,1987-04-15,Belo Horizonte,2022-12-18
2679,Cliente_2679,1964-09-11,Fortaleza,2022-10-03
2680,Cliente_2680,1987-02-28,Brasília,2019-07-26
2681,Cliente_2681,2002-09-05,São Paulo,2024-09-15
2682,Cliente_2682,1962-11-20,Belo Horizonte,2020-05-01
2683,Cliente_2683,1992-07-31,Belo Horizonte,2023-11-22
2684,Cliente_2684,1955-12-07,Brasília,2024-08-16
2685,Cliente_2685,1983-09-18,São Paulo,2018-12-29
2686,Cliente_2686,1986-09-26,Curitiba,2021-01-24
2687,Cliente_2687,1965-09-09,Curitiba,2024-03-26
2688,Cliente_2688,2000-12-13,Rio de Janeiro,2019-07-15
2689,Cliente_2689,1966-09-09,Belo Horizonte,2022-04-13
2690,Cliente_2690,1999-09-10,São Paulo,2023-07-03
2691,Cliente_2691,1977-02-03,Belo Horizonte,2024-07-25
2692,Cliente_2692,1994-04-30,Fortaleza,2024-04-09
2693,Cliente_2693,1991-07-31,São Paulo,2020-07-08
2694,Cliente_2694,1950-03-22,Belo Horizonte,2019-09-23
2695,Cliente_2695,1976-12-05,São Paulo,2023-04-20
2696,Cliente_2696,1975-10-23,Rio de Janeiro,2022-09-05
2697,Cliente_2697,1994-02-17,São Paulo,2020-09-29
2698,Cliente_2698,1960-09-16,Curitiba,2021-02-09
2699,Cliente_2699,1955-12-27,Fortaleza,2024-09-19
2700,Cliente_2700,1982-06-16,Curitiba,2024-07-08
2701,Cliente_2701,2000-09-27,Brasília,2022-11-22
2702,Cliente_2702,1973-02-20,Fortaleza,2023-05-04
2703,Cliente_2703,1960-09-23,Salvador,2022-03-09
2704,Cliente_2704,2001-08-11,Brasília,2018-03-13
2705,Cliente_2705,1973-04-14,Salvador,2019-10-30
2706,Cliente_2706,1955-04-02,Belo Horizonte,2019-08-22
2707,Cliente_2707,1991-05-13,Belo Horizonte,2019-07-09
2708,Cliente_2708,1964-08-26,Belo Horizonte,2018-08-05
2709,Cliente_2709,1982-05-27,Fortaleza,2022-09-15
2710,Cliente_2710,1981-12-08,Belo Horizonte,2018-07-19
2711,Cliente_2711,1976-03-02,Fortaleza,2023-12-10
2712,Cliente_2712,1956-11-22,Rio de Janeiro,2023-10-06
2713,Cliente_2713,1966-06-10,Salvador,2019-01-23
2714,Cliente_2714,1964-12-29,Belo Horizonte,2024-02-06
2715,Cliente_2715,1978-05-15,Belo Horizonte,2021-05-18
2716,Cliente_2716,1982-07-11,Salvador,2019-01-28
2717,Cliente_2717,2002-01-14,Brasília,2021-12-11
2718,Cliente_2718,1962-11-23,Rio de Janeiro,2018-02-22
2719,Cliente_2719,1996-06-27,Belo Horizonte,2021-02-26
2720,Cliente_2720,1993-07-03,Belo Horizonte,2022-08-15
2721,Cliente_2721,1964-08-17,Rio de Janeiro,2019-02-24
2722,Cliente_2722,1963-11-13,Rio de Janeiro,2023-08-24
2723,Cliente_2723,1966-11-27,Salvador,2024-04-07
2724,Cliente_2724,1997-02-27,Fortaleza,2023-12-20
2725,Cliente_2725,1999-06-11,Curitiba,2019-04-12
2726,Cliente_2726,1991-04-25,São Paulo,2018-11-09
2727,Cliente_2727,1961-10-10,Curitiba,2018-03-13
2728,Cliente_2728,1981-03-29,Fortaleza,2021-06-30
2729,Cliente_2729,1982-07-12,Brasília,2019-07-24
2730,Cliente_2730,1989-08-25,Salvador,2024-09-13
2731,Cliente_2731,1980-09-08,Fortaleza,2019-12-07
2732,Cliente_2732,1977-05-02,Fortaleza,2018-04-28
2733,Cliente_2733,1960-08-22,Rio de Janeiro,2020-06-29
2734,Cliente_2734,1962-10-09,Belo Horizonte,2020-07-17
2735,Cliente_2735,1961-03-31,Rio de Janeiro,2020-05-09
2736,Cliente_2736,1957-01-19,Fortaleza,2022-10-07
2737,Cliente_2737,1960-01-09,São Paulo,2018-11-15
2738,Cliente_2738,1993-06-12,São Paulo,2022-11-02
2739,Cliente_2739,1967-08-14,São Paulo,2019-03-18
2740,Cliente_2740,1996-01-25,São Paulo,2024-08-26
2741,Cliente_2741,1992-01-31,Belo Horizonte,2019-05-03
2742,Cliente_2742,1953-11-19,Belo Horizonte,2018-09-29
2743,Cliente_2743,1950-12-03,Brasília,2019-01-31
2744,Cliente_2744,1961-02-08,Rio de Janeiro,2024-09-30
2745,Cliente_2745,2002-09-19,Rio de Janeiro,2020-03-30
2746,Cliente_2746,1981-07-16,São Paulo,2018-04-30
2747,Cliente_2747,1963-01-22,Salvador,2021-02-10
2748,Cliente_2748,1981-03-16,Rio de Janeiro,2021-12-13
2749,Cliente_2749,1994-11-30,Salvador,2020-09-17
2750,Cliente_2750,2001-02-27,São Paulo,2018-10-07
2751,Cliente_2751,2001-11-13,Salvador,2018-02-27
2752,Cliente_2752,1969-06-20,Belo Horizonte,2020-02-24
2753,Cliente_2753,1965-05-30,São Paulo,2024-01-10
2754,Cliente_2754,1958-11-08,Salvador,2020-05-26
2755,Cliente_2755,1992-08-03,Fortaleza,2022-02-10
2756,Cliente_2756,2002-11-16,Curitiba,2020-01-29
2757,Cliente_2757,1959-08-18,Brasília,2020-01-11
2758,Cliente_2758,1981-10-31,Curitiba,2022-04-04
2759,Cliente_2759,1969-03-23,Rio de Janeiro,2023-10-08
2760,Cliente_2760,1986-07-26,Brasília,2019-04-08
2761,Cliente_2761,1978-03-13,Curitiba,2019-05-22
2762,Cliente_2762,1959-11-24,Rio de Janeiro,2023-10-30
2763,Cliente_2763,1994-06-25,Fortaleza,2022-01-19
2764,Cliente_2764,1975-11-12,Fortaleza,2024-04-01
2765,Cliente_2765,1953-08-23,Belo Horizonte,2018-12-03
2766,Cliente_2766,1994-04-17,Curitiba,2019-04-19
2767,Cliente_2767,1975-06-12,Salvador,2023-02-15
2768,Cliente_2768,1977-12-28,Rio de Janeiro,2022-12-24
2769,Cliente_2769,1999-09-11,Belo Horizonte,2022-07-27
2770,Cliente_2770,1988-05-24,Brasília,2020-02-13
2771,Cliente_2771,1956-03-30,Fortaleza,2023-05-03
2772,Cliente_2772,1982-12-19,São Paulo,2020-01-05
2773,Cliente_2773,1994-02-09,Curitiba,2019-03-07
2774,Cliente_2774,1989-04-20,Fortaleza,2023-11-11
2775,Cliente_2775,1957-08-17,Rio de Janeiro,2019-05-04
2776,Cliente_2776,1985-06-03,Fortaleza,2022-06-29
2777,Cliente_2777,2002-12-25,Fortaleza,2019-02-21
2778,Cliente_2778,1965-02-19,Belo Horizonte,2018-09-23
2779,Cliente_2779,1967-11-11,Rio de Janeiro,2021-10-19
2780,Cliente_2780,2003-05-18,São Paulo,2022-07-14
2781,Cliente_2781,1970-11-22,Fortaleza,2022-10-06
2782,Cliente_2782,1994-10-11,Brasília,2021-02-14
2783,Cliente_2783,2002-03-17,Belo Horizonte,2024-08-28
2784,Cliente_2784,1985-11-27,Curitiba,2021-12-29
2785,Cliente_2785,2004-02-11,Curitiba,2022-07-15
2786,Cliente_2786,1995-11-19,Rio de Janeiro,2021-02-16
2787,Cliente_2787,1990-10-15,São Paulo,2019-03-19
2788,Cliente_2788,1972-06-28,Curitiba,2023-06-28
2789,Cliente_2789,1970-09-16,São Paulo,2019-07-06
2790,Cliente_2790,1958-12-08,Brasília,2018-08-05
2791,Cliente_2791,1956-02-14,Fortaleza,2023-08-03
2792,Cliente_2792,1952-05-26,Curitiba,2020-01-04
2793,Cliente_2793,2004-03-29,Rio de Janeiro,2021-09-01
2794,Cliente_2794,1977-02-28,Brasília,2019-01-30
2795,Cliente_2795,1956-11-12,Brasília,2023-10-31
2796,Cliente_2796,1994-02-27,Rio de Janeiro,2023-03-24
2797,Cliente_2797,1976-05-03,Curitiba,2023-08-02
2798,Cliente_2798,1995-04-16,Salvador,2020-12-07
2799,Cliente_2799,1980-10-29,Salvador,2024-01-24
2800,Cliente_2800,1951-08-03,Curitiba,2018-05-10
2801,Cliente_2801,1960-09-08,Curitiba,2022-04-21
2802,Cliente_2802,1978-03-22,Curitiba,2022-03-22
2803,Cliente_2803,1991-03-29,São Paulo,2018-05-28
2804,Cliente_2804,1965-11-13,Fortaleza,2024-03-30
2805,Cliente_2805,1977-03-10,Curitiba,2019-11-04
2806,Cliente_2806,1988-08-21,Belo Horizonte,2019-07-05
2807,Cliente_2807,1984-11-27,Brasília,2023-06-20
2808,Cliente_2808,1959-10-25,Fortaleza,2024-05-19
2809,Cliente_2809,1994-01-04,Fortaleza,2024-03-18
2810,Cliente_2810,1998-05-23,Curitiba,2024-06-01
2811,Cliente_2811,1992-09-11,Brasília,2024-04-21
2812,Cliente_2812,1964-01-09,São Paulo,2023-09-07
2813,Cliente_2813,1985-02-10,Curitiba,2020-12-14
2814,Cliente_2814,2003-01-10,Salvador,2022-03-28
2815,Cliente_2815,1981-08-25,Belo Horizonte,2021-03-11
2816,Cliente_2816,1955-07-06,Salvador,2018-04-26
2817,Cliente_2817,1954-01-18,Brasília,2019-06-10
2818,Cliente_2818,1982-11-15,Brasília,2021-11-29
2819,Cliente_2819,2002-05-23,Brasília,2018-04-21
2820,Cliente_2820,1980-08-13,São Paulo,2022-04-08
2821,Cliente_2821,1988-05-30,Belo Horizonte,2021-11-14
2822,Cliente_2822,1986-12-16,São Paulo,2021-12-09
2823,Cliente_2823,1971-11-29,Rio de Janeiro,2020-10-11
2824,Cliente_2824,1977-12-31,São Paulo,2024-08-24
2825,Cliente_2825,1955-11-17,São Paulo,2021-06-02
2826,Cliente_2826,1980-04-15,São Paulo,2019-11-27
2827,Cliente_2827,1998-04-21,São Paulo,2021-08-28
2828,Cliente_2828,1991-05-09,Salvador,2022-09-27
2829,Cliente_2829,1996-03-07,Belo Horizonte,2022-09-22
2830,Cliente_2830,1951-10-31,Salvador,2023-04-08
2831,Cliente_2831,1951-12-30,Curitiba,2021-07-20
2832,Cliente_2832,2001-03-03,Belo Horizonte,2022-05-18
2833,Cliente_2833,2001-05-13,Brasília,2019-02-05
2834,Cliente_2834,1993-10-24,Fortaleza,2019-02-14
2835,Cliente_2835,1968-06-22,Curitiba,2021-10-08
2836,Cliente_2836,1995-02-08,Rio de Janeiro,2021-10-22
2837,Cliente_2837,1976-11-14,Curitiba,2022-01-28
2838,Cliente_2838,1968-02-07,Fortaleza,2023-07-29
2839,Cliente_2839,1956-10-04,Rio de Janeiro,2024-01-04
2840,Cliente_2840,1975-10-13,São Paulo,2020-12-22
2841,Cliente_2841,1976-09-03,Curitiba,2024-06-07
2842,Cliente_2842,1970-04-07,Fortaleza,2019-01-12
2843,Cliente_2843,2001-11-15,Salvador,2019-01-24
2844,Cliente_2844,1980-03-21,São Paulo,2021-01-24
2845,Cliente_2845,2000-10-25,Curitiba,2023-12-16
2846,Cliente_2846,1988-04-26,Belo Horizonte,2020-05-09
2847,Cliente_2847,1956-11-17,Salvador,2021-05-21
2848,Cliente_2848,1976-11-27,Fortaleza,2022-11-09
2849,Cliente_2849,1998-06-11,Rio de Janeiro,2021-07-07
2850,Cliente_2850,1987-03-04,Belo Horizonte,2022-07-06
2851,Cliente_2851,1996-03-27,Fortaleza,2023-01-31
2852,Cliente_2852,1999-02-15,São Paulo,2020-01-10
2853,Cliente_2853,1996-04-24,Salvador,2020-02-04
2854,Cliente_2854,1994-10-14,Fortaleza,2020-05-22
2855,Cliente_2855,1991-12-04,Fortaleza,2021-01-02
2856,Cliente_2856,1997-10-17,Salvador,2022-11-12
2857,Cliente_2857,1955-05-17,Rio de Janeiro,2023-11-10
2858,Cliente_2858,1982-09-06,Rio de Janeiro,2023-03-10
2859,Cliente_2859,1971-07-26,Fortaleza,2019-09-09
2860,Cliente_2860,1976-12-09,Curitiba,2022-11-19
2861,Cliente_2861,1978-08-03,Fortaleza,2018-09-21
2862,Cliente_2862,1968-04-06,Belo Horizonte,2022-08-17
2863,Cliente_2863,1975-10-02,Belo Horizonte,2019-10-20
2864,Cliente_2864,2003-12-10,Curitiba,2020-08-25
2865,Cliente_2865,1971-05-25,Rio de Janeiro,2019-04-11
2866,Cliente_2866,1967-03-21,Rio de Janeiro,2018-04-24
2867,Cliente_2867,1977-11-10,Curitiba,2023-03-17
2868,Cliente_2868,2000-03-23,Curitiba,2022-11-22
2869,Cliente_2869,1953-04-27,Rio de Janeiro,2020-04-07
2870,Cliente_2870,1974-06-20,São Paulo,2019-07-13
2871,Cliente_2871,1973-03-08,Fortaleza,2021-02-11
2872,Cliente_2872,1999-05-29,Fortaleza,2019-12-22
2873,Cliente_2873,1953-10-15,Brasília,2023-06-14
2874,Cliente_2874,1951-10-15,Brasília,2018-08-15
2875,Cliente_2875,1957-07-13,Salvador,2021-07-09
2876,Cliente_2876,1976-09-25,Curitiba,2018-09-18
2877,Cliente_2877,1982-08-10,Curitiba,2019-01-05
2878,Cliente_2878,1962-08-11,São Paulo,2020-08-24
2879,Cliente_2879,2001-03-23,São Paulo,2023-08-12
2880,Cliente_2880,1996-10-29,Brasília,2024-07-05
2881,Cliente_2881,1997-02-14,Curitiba,2020-10-28
2882,Cliente_2882,1958-02-05,Salvador,2020-09-02
2883,Cliente_2883,1960-12-20,Belo Horizonte,2021-07-07
2884,Cliente_2884,2002-06-04,Brasília,2022-05-17
2885,Cliente_2885,1971-03-03,Rio de Janeiro,2022-09-29
2886,Cliente_2886,1962-12-11,Rio de Janeiro,2019-03-14
2887,Cliente_2887,1969-03-17,Curitiba,2021-01-29
2888,Cliente_2888,1986-08-21,Brasília,2020-11-07
2889,Cliente_2889,2002-11-20,Curitiba,2018-08-18
2890,Cliente_2890,1997-11-10,Fortaleza,2022-03-15
2891,Cliente_2891,1960-02-19,Salvador,2021-07-20
2892,Cliente_2892,1988-01-08,Fortaleza,2023-04-30
2893,Cliente_2893,1972-02-07,Brasília,2021-02-11
2894,Cliente_2894,1963-01-01,Curitiba,2022-01-26
2895,Cliente_2895,1982-12-29,São Paulo,2021-06-16
2896,Cliente_2896,2004-05-08,Brasília,2018-05-23
2897,Cliente_2897,1954-11-27,Belo Horizonte,2020-09-08
2898,Cliente_2898,1999-08-03,Belo Horizonte,2022-04-25
2899,Cliente_2899,1982-07-22,Salvador,2019-05-15
2900,Cliente_2900,1971-03-17,Curitiba,2022-12-18
2901,Cliente_2901,1950-09-15,Belo Horizonte,2022-05-29
2902,Cliente_2902,1976-12-29,Brasília,2019-01-05
2903,Cliente_2903,1971-02-15,Rio de Janeiro,2021-05-03
2904,Cliente_2904,1964-05-17,Fortaleza,2022-12-03
2905,Cliente_2905,1978-06-16,Brasília,2022-07-23
2906,Cliente_2906,1953-01-15,Brasília,2021-01-27
2907,Cliente_2907,1957-03-09,Curitiba,2023-07-07
2908,Cliente_2908,1987-01-18,Fortaleza,2021-09-24
2909,Cliente_2909,1987-11-23,Brasília,2019-02-16
2910,Cliente_2910,1964-05-21,Salvador,2020-12-04
2911,Cliente_2911,1955-12-15,Curitiba,2021-12-12
2912,Cliente_2912,2004-01-08,Fortaleza,2024-02-22
2913,Cliente_2913,1979-04-26,Fortaleza,2023-01-31
2914,Cliente_2914,1952-06-15,Fortaleza,2018-08-02
2915,Cliente_2915,1966-06-26,Brasília,2022-12-22
2916,Cliente_2916,1962-03-18,Curitiba,2018-01-13
2917,Cliente_2917,1967-12-14,Belo Horizonte,2021-06-05
2918,Cliente_2918,2001-08-29,São Paulo,2018-12-03
2919,Cliente_2919,1964-02-28,Salvador,2020-10-19
2920,Cliente_2920,1961-09-02,Fortaleza,2024-08-30
2921,Cliente_2921,1986-10-24,Curitiba,2021-08-01
2922,Cliente_2922,1992-12-01,Belo Horizonte,2019-07-01
2923,Cliente_2923,1965-07-25,Brasília,2024-08-26
2924,Cliente_2924,1979-05-23,Rio de Janeiro,2021-02-28
2925,Cliente_2925,1957-07-28,Belo Horizonte,2022-08-25
2926,Cliente_2926,1966-04-27,Curitiba,2022-05-31
2927,Cliente_2927,2001-03-04,São Paulo,2020-07-08
2928,Cliente_2928,1952-01-23,Fortaleza,2024-04-06
2929,Cliente_2929,1970-07-09,Curitiba,2018-12-31
2930,Cliente_2930,1967-10-15,Fortaleza,2020-12-08
2931,Cliente_2931,1965-02-20,Curitiba,2018-07-23
2932,Cliente_2932,1988-06-24,Belo Horizonte,2024-09-25
2933,Cliente_2933,1963-05-23,Belo Horizonte,2018-12-31
2934,Cliente_2934,1965-04-06,São Paulo,2024-05-12
2935,Cliente_2935,1951-04-08,Curitiba,2023-11-24
2936,Cliente_2936,1990-09-15,São Paulo,2023-07-18
2937,Cliente_2937,1970-02-20,Rio de Janeiro,2020-04-12
2938,Cliente_2938,1973-11-18,Fortaleza,2021-03-25
2939,Cliente_2939,1994-05-02,Rio de Janeiro,2022-04-14
2940,Cliente_2940,1988-09-11,Salvador,2020-04-26
2941,Cliente_2941,1969-05-04,Fortaleza,2021-03-05
2942,Cliente_2942,1966-12-28,Rio de Janeiro,2022-09-10
2943,Cliente_2943,1986-08-26,São Paulo,2019-08-21
2944,Cliente_2944,1976-01-14,Rio de Janeiro,2020-12-08
2945,Cliente_2945,1990-06-17,Belo Horizonte,2020-10-14
2946,Cliente_2946,2002-04-18,São Paulo,2023-02-20
2947,Cliente_2947,1950-12-05,Rio de Janeiro,2023-04-05
2948,Cliente_2948,1979-01-01,Fortaleza,2022-06-17
2949,Cliente_2949,1969-01-14,Fortaleza,2022-04-20
2950,Cliente_2950,1987-12-23,Belo Horizonte,2024-09-12
2951,Cliente_2951,1956-07-21,Salvador,2019-01-26
2952,Cliente_2952,1955-04-10,Belo Horizonte,2018-08-02
2953,Cliente_2953,1971-01-26,Belo Horizonte,2023-04-13
2954,Cliente_2954,2004-05-26,Fortaleza,2024-09-16
2955,Cliente_2955,1954-01-31,Belo Horizonte,2018-01-22
2956,Cliente_2956,1995-04-07,Belo Horizonte,2022-04-10
2957,Cliente_2957,1985-05-30,Rio de Janeiro,2022-02-28
2958,Cliente_2958,2000-03-14,Salvador,2018-06-18
2959,Cliente_2959,1966-02-03,Rio de Janeiro,2020-12-02
2960,Cliente_2960,1995-03-12,Belo Horizonte,2023-07-12
2961,Cliente_2961,1991-12-30,São Paulo,2019-06-25
2962,Cliente_2962,1978-06-20,Curitiba,2023-12-13
2963,Cliente_2963,1962-09-21,São Paulo,2020-12-02
2964,Cliente_2964,1978-02-08,Rio de Janeiro,2018-06-30
2965,Cliente_2965,1994-10-15,Fortaleza,2021-02-24
2966,Cliente_2966,1982-05-08,Belo Horizonte,2022-10-28
2967,Cliente_2967,1973-08-13,Salvador,2020-12-16
2968,Cliente_2968,1978-01-30,Rio de Janeiro,2022-11-20
2969,Cliente_2969,1978-04-23,Brasília,2023-07-06
2970,Cliente_2970,1963-07-28,Brasília,2024-03-26
2971,Cliente_2971,1989-06-22,Rio de Janeiro,2018-08-06
2972,Cliente_2972,1963-05-03,Rio de Janeiro,2018-08-12
2973,Cliente_2973,1966-06-07,Curitiba,2018-05-27
2974,Cliente_2974,1973-05-07,Fortaleza,2019-11-01
2975,Cliente_2975,1991-11-29,São Paulo,2022-11-23
2976,Cliente_2976,1994-05-27,Curitiba,2018-06-17
2977,Cliente_2977,1981-12-26,Curitiba,2024-04-16
2978,Cliente_2978,1991-01-25,São Paulo,2023-07-13
2979,Cliente_2979,1963-04-14,Belo Horizonte,2019-05-22
2980,Cliente_2980,1958-05-25,Brasília,2020-04-14
2981,Cliente_2981,1975-06-28,Brasília,2020-01-10
2982,Cliente_2982,1965-02-05,Brasília,2023-09-15
2983,Cliente_2983,1974-06-22,Fortaleza,2024-04-26
2984,Cliente_2984,2002-07-18,Salvador,2020-05-19
2985,Cliente_2985,1950-05-16,Brasília,2023-11-25
2986,Cliente_2986,2001-03-17,Curitiba,2020-01-10
2987,Cliente_2987,1956-11-22,Brasília,2020-10-05
2988,Cliente_2988,1994-09-09,Belo Horizonte,2019-01-22
2989,Cliente_2989,1952-04-30,Fortaleza,2021-03-10
2990,Cliente_2990,1960-12-11,Belo Horizonte,2022-06-03
2991,Cliente_2991,2002-12-18,Brasília,2019-03-11
2992,Cliente_2992,1979-01-10,São Paulo,2019-09-22
2993,Cliente_2993,1957-04-10,Brasília,2023-03-01
2994,Cliente_2994,1993-01-18,Fortaleza,2023-02-03
2995,Cliente_2995,1974-03-01,Fortaleza,2024-08-30
2996,Cliente_2996,1950-07-10,São Paulo,2021-09-11
2997,Cliente_2997,1990-08-26,Fortaleza,2021-08-23
2998,Cliente_2998,2001-01-23,Rio de Janeiro,2019-06-14
2999,Cliente_2999,1954-05-15,Belo Horizonte,2021-03-04
3000,Cliente_3000,1954-12-25,Salvador,2018-10-17
3001,Cliente_3001,2004-01-13,São Paulo,2022-04-12
3002,Cliente_3002,1985-10-13,Rio de Janeiro,2020-11-11
3003,Cliente_3003,1971-07-16,São Paulo,2022-06-22
3004,Cliente_3004,1951-11-04,Rio de Janeiro,2020-05-02
3005,Cliente_3005,1984-11-08,Belo Horizonte,2022-07-07
3006,Cliente_3006,1963-10-30,Belo Horizonte,2019-05-09
3007,Cliente_3007,1994-01-14,Fortaleza,2022-11-06
3008,Cliente_3008,1977-10-27,Rio de Janeiro,2024-10-07
3009,Cliente_3009,1982-03-19,Brasília,2019-01-29
3010,Cliente_3010,1982-12-19,Rio de Janeiro,2023-10-01
3011,Cliente_3011,1993-12-04,Curitiba,2022-12-30
3012,Cliente_3012,1992-09-28,Salvador,2021-01-04
3013,Cliente_3013,2003-11-10,São Paulo,2022-09-29
3014,Cliente_3014,1987-11-28,Salvador,2022-02-17
3015,Cliente_3015,1966-09-20,Fortaleza,2022-11-14
3016,Cliente_3016,1988-03-21,São Paulo,2019-01-16
